material_id,cif,formula,e_hull
10162235295,"# generated using pymatgen
data_Mg3Mo
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.36754600
_cell_length_b   3.18377249
_cell_length_c   5.24944000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.99999489
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg3Mo
_chemical_formula_sum   'Mg3 Mo1'
_cell_volume   92.16324285
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.66666700  0.66666700  0.25000000  1
  Mg  Mg1  1  0.33333300  0.33333300  0.75000000  1
  Mg  Mg2  1  0.83333300  0.33333300  0.75000000  1
  Mo  Mo3  1  0.16666700  0.66666700  0.25000000  1
",Mg3Mo,0.5295541611073826
10263801288,"# generated using pymatgen
data_KNaMg14
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.61095415
_cell_length_b   6.43434131
_cell_length_c   10.81218033
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.12014034
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KNaMg14
_chemical_formula_sum   'K1 Na1 Mg14'
_cell_volume   401.78595317
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.16674301  0.33337101  0.12500000  1
  Na  Na1  1  0.16801459  0.83400679  0.12500000  1
  Mg  Mg2  1  0.16563370  0.33281635  0.62500000  1
  Mg  Mg3  1  0.16574363  0.83287132  0.62500000  1
  Mg  Mg4  1  0.66610972  0.33172064  0.12500000  1
  Mg  Mg5  1  0.66678657  0.33352563  0.62500000  1
  Mg  Mg6  1  0.66610972  0.83438807  0.12500000  1
  Mg  Mg7  1  0.66678657  0.83325995  0.62500000  1
  Mg  Mg8  1  0.34173306  0.16669202  0.39353276  1
  Mg  Mg9  1  0.34173306  0.16669202  0.85646724  1
  Mg  Mg10  1  0.34173306  0.67504204  0.39353276  1
  Mg  Mg11  1  0.34173306  0.67504204  0.85646724  1
  Mg  Mg12  1  0.82216375  0.16108238  0.38661220  1
  Mg  Mg13  1  0.82216375  0.16108238  0.86338780  1
  Mg  Mg14  1  0.82840637  0.66420369  0.37675937  1
  Mg  Mg15  1  0.82840637  0.66420369  0.87324063  1
",KNaMg14,0.12881490998679435
10263801289,"# generated using pymatgen
data_KNaMg14
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.60882123
_cell_length_b   6.44695083
_cell_length_c   10.79935274
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.19303522
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KNaMg14
_chemical_formula_sum   'K1 Na1 Mg14'
_cell_volume   401.68079396
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.16693675  0.33346788  0.12500000  1
  Na  Na1  1  0.16791566  0.83395733  0.12500000  1
  Mg  Mg2  1  0.16609778  0.33304839  0.62500000  1
  Mg  Mg3  1  0.16652552  0.83326226  0.62500000  1
  Mg  Mg4  1  0.66618038  0.33194370  0.12500000  1
  Mg  Mg5  1  0.66643041  0.33311363  0.62500000  1
  Mg  Mg6  1  0.66618038  0.83423568  0.12500000  1
  Mg  Mg7  1  0.66643041  0.83331579  0.62500000  1
  Mg  Mg8  1  0.34180773  0.16636559  0.39322917  1
  Mg  Mg9  1  0.34180773  0.16636559  0.85677083  1
  Mg  Mg10  1  0.34180773  0.67544314  0.39322917  1
  Mg  Mg11  1  0.34180773  0.67544314  0.85677083  1
  Mg  Mg12  1  0.82172954  0.16086527  0.38643645  1
  Mg  Mg13  1  0.82172954  0.16086527  0.86356355  1
  Mg  Mg14  1  0.82830635  0.66415368  0.37670296  1
  Mg  Mg15  1  0.82830635  0.66415368  0.87329704  1
",KNaMg14,0.12892372436179422
10263801298,"# generated using pymatgen
data_KNaMg14
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.57541413
_cell_length_b   6.40580420
_cell_length_c   10.77398990
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.15033451
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KNaMg14
_chemical_formula_sum   'K1 Na1 Mg14'
_cell_volume   396.33186725
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.16689222  0.33344561  0.12500000  1
  Na  Na1  1  0.16829826  0.83414863  0.12500000  1
  Mg  Mg2  1  0.16547511  0.33273705  0.62500000  1
  Mg  Mg3  1  0.16553498  0.83276699  0.62500000  1
  Mg  Mg4  1  0.66598954  0.33146344  0.12500000  1
  Mg  Mg5  1  0.66694905  0.33371418  0.62500000  1
  Mg  Mg6  1  0.66598954  0.83452510  0.12500000  1
  Mg  Mg7  1  0.66694905  0.83323387  0.62500000  1
  Mg  Mg8  1  0.34182524  0.16675494  0.39360537  1
  Mg  Mg9  1  0.34182524  0.16675494  0.85639463  1
  Mg  Mg10  1  0.34182524  0.67507130  0.39360537  1
  Mg  Mg11  1  0.34182524  0.67507130  0.85639463  1
  Mg  Mg12  1  0.82205168  0.16102634  0.38678426  1
  Mg  Mg13  1  0.82205168  0.16102634  0.86321574  1
  Mg  Mg14  1  0.82825897  0.66412998  0.37684393  1
  Mg  Mg15  1  0.82825897  0.66412998  0.87315607  1
",KNaMg14,0.12984327186179434
10263801295,"# generated using pymatgen
data_KNaMg14
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.63457937
_cell_length_b   6.47867338
_cell_length_c   10.81890657
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.22566244
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KNaMg14
_chemical_formula_sum   'K1 Na1 Mg14'
_cell_volume   405.83505532
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.16697044  0.33348472  0.12500000  1
  Na  Na1  1  0.16762623  0.83381262  0.12500000  1
  Mg  Mg2  1  0.16656881  0.33328391  0.62500000  1
  Mg  Mg3  1  0.16727482  0.83363691  0.62500000  1
  Mg  Mg4  1  0.66632474  0.33230492  0.12500000  1
  Mg  Mg5  1  0.66603808  0.33266118  0.62500000  1
  Mg  Mg6  1  0.66632474  0.83401882  0.12500000  1
  Mg  Mg7  1  0.66603808  0.83337591  0.62500000  1
  Mg  Mg8  1  0.34179449  0.16607312  0.39294190  1
  Mg  Mg9  1  0.34179449  0.16607312  0.85705810  1
  Mg  Mg10  1  0.34179449  0.67572237  0.39294190  1
  Mg  Mg11  1  0.34179449  0.67572237  0.85705810  1
  Mg  Mg12  1  0.82148585  0.16074342  0.38617085  1
  Mg  Mg13  1  0.82148585  0.16074342  0.86382915  1
  Mg  Mg14  1  0.82834219  0.66417160  0.37659532  1
  Mg  Mg15  1  0.82834219  0.66417160  0.87340468  1
",KNaMg14,0.1295951749867943
10263801294,"# generated using pymatgen
data_KNaMg14
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.63829505
_cell_length_b   6.45688313
_cell_length_c   10.80172627
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.10004344
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KNaMg14
_chemical_formula_sum   'K1 Na1 Mg14'
_cell_volume   404.54859378
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.16702216  0.33351058  0.12500000  1
  Na  Na1  1  0.16784030  0.83391965  0.12500000  1
  Mg  Mg2  1  0.16648827  0.33324363  0.62500000  1
  Mg  Mg3  1  0.16720308  0.83360104  0.62500000  1
  Mg  Mg4  1  0.66616900  0.33206900  0.12500000  1
  Mg  Mg5  1  0.66604631  0.33269605  0.62500000  1
  Mg  Mg6  1  0.66616900  0.83409900  0.12500000  1
  Mg  Mg7  1  0.66604631  0.83334925  0.62500000  1
  Mg  Mg8  1  0.34303179  0.16601364  0.39571370  1
  Mg  Mg9  1  0.34303179  0.16601364  0.85428630  1
  Mg  Mg10  1  0.34303179  0.67701915  0.39571370  1
  Mg  Mg11  1  0.34303179  0.67701915  0.85428630  1
  Mg  Mg12  1  0.81980606  0.15990353  0.38789294  1
  Mg  Mg13  1  0.81980606  0.15990353  0.86210706  1
  Mg  Mg14  1  0.82763814  0.66381957  0.37690545  1
  Mg  Mg15  1  0.82763814  0.66381957  0.87309455  1
",KNaMg14,0.12949672436179438
10263801319,"# generated using pymatgen
data_KNaMg14
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.62859606
_cell_length_b   6.51416301
_cell_length_c   10.84688801
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.43055674
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KNaMg14
_chemical_formula_sum   'K1 Na1 Mg14'
_cell_volume   407.92422204
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.16688557  0.33344229  0.12500000  1
  Na  Na1  1  0.16727494  0.83363697  0.12500000  1
  Mg  Mg2  1  0.16670100  0.33335000  0.62500000  1
  Mg  Mg3  1  0.16739255  0.83369577  0.62500000  1
  Mg  Mg4  1  0.66658031  0.33268646  0.12500000  1
  Mg  Mg5  1  0.66602459  0.33260503  0.62500000  1
  Mg  Mg6  1  0.66658031  0.83389285  0.12500000  1
  Mg  Mg7  1  0.66602459  0.83341855  0.62500000  1
  Mg  Mg8  1  0.33976400  0.16614668  0.38845781  1
  Mg  Mg9  1  0.33976400  0.16614668  0.86154219  1
  Mg  Mg10  1  0.33976400  0.67361832  0.38845781  1
  Mg  Mg11  1  0.33976400  0.67361832  0.86154219  1
  Mg  Mg12  1  0.82424249  0.16212174  0.38338494  1
  Mg  Mg13  1  0.82424249  0.16212174  0.86661506  1
  Mg  Mg14  1  0.82949759  0.66474929  0.37609362  1
  Mg  Mg15  1  0.82949759  0.66474929  0.87390638  1
",KNaMg14,0.1319968393617943
10263801357,"# generated using pymatgen
data_KNaMg14
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.62382945
_cell_length_b   6.54280295
_cell_length_c   10.86946888
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.59617362
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KNaMg14
_chemical_formula_sum   'K1 Na1 Mg14'
_cell_volume   409.60460903
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.16681712  0.33340806  0.12500000  1
  Na  Na1  1  0.16699160  0.83349530  0.12500000  1
  Mg  Mg2  1  0.16680762  0.33340331  0.62500000  1
  Mg  Mg3  1  0.16748750  0.83374325  0.62500000  1
  Mg  Mg4  1  0.66678645  0.33299453  0.12500000  1
  Mg  Mg5  1  0.66601370  0.33255969  0.62500000  1
  Mg  Mg6  1  0.66678645  0.83379092  0.12500000  1
  Mg  Mg7  1  0.66601370  0.83345301  0.62500000  1
  Mg  Mg8  1  0.33812625  0.16620740  0.38483740  1
  Mg  Mg9  1  0.33812625  0.16620740  0.86516260  1
  Mg  Mg10  1  0.33812625  0.67191984  0.38483740  1
  Mg  Mg11  1  0.33812625  0.67191984  0.86516260  1
  Mg  Mg12  1  0.82646593  0.16323347  0.38113562  1
  Mg  Mg13  1  0.82646593  0.16323347  0.86886438  1
  Mg  Mg14  1  0.83042951  0.66521525  0.37568855  1
  Mg  Mg15  1  0.83042951  0.66521525  0.87431145  1
",KNaMg14,0.13573100748679434
10263801381,"# generated using pymatgen
data_KNaMg14
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.62146693
_cell_length_b   6.55712292
_cell_length_c   10.88075932
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.67907119
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KNaMg14
_chemical_formula_sum   'K1 Na1 Mg14'
_cell_volume   410.44292353
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.16678285  0.33339093  0.12500000  1
  Na  Na1  1  0.16684976  0.83342438  0.12500000  1
  Mg  Mg2  1  0.16686099  0.33342999  0.62500000  1
  Mg  Mg3  1  0.16753504  0.83376702  0.62500000  1
  Mg  Mg4  1  0.66688965  0.33314840  0.12500000  1
  Mg  Mg5  1  0.66600825  0.33253705  0.62500000  1
  Mg  Mg6  1  0.66688965  0.83374024  0.12500000  1
  Mg  Mg7  1  0.66600825  0.83347019  0.62500000  1
  Mg  Mg8  1  0.33730640  0.16623632  0.38302907  1
  Mg  Mg9  1  0.33730640  0.16623632  0.86697093  1
  Mg  Mg10  1  0.33730640  0.67107108  0.38302907  1
  Mg  Mg11  1  0.33730640  0.67107108  0.86697093  1
  Mg  Mg12  1  0.82757897  0.16378998  0.38001212  1
  Mg  Mg13  1  0.82757897  0.16378998  0.86998788  1
  Mg  Mg14  1  0.83089601  0.66544851  0.37548623  1
  Mg  Mg15  1  0.83089601  0.66544851  0.87451377  1
",KNaMg14,0.13813698998679436
10263801424,"# generated using pymatgen
data_KNaMg14
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.61780768
_cell_length_b   6.57947081
_cell_length_c   10.89837928
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.80855961
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KNaMg14
_chemical_formula_sum   'K1 Na1 Mg14'
_cell_volume   411.74868133
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.16672927  0.33336414  0.12500000  1
  Na  Na1  1  0.16662800  0.83331350  0.12500000  1
  Mg  Mg2  1  0.16694443  0.33347172  0.62500000  1
  Mg  Mg3  1  0.16760936  0.83380418  0.62500000  1
  Mg  Mg4  1  0.66705098  0.33338814  0.12500000  1
  Mg  Mg5  1  0.66599973  0.33250183  0.62500000  1
  Mg  Mg6  1  0.66705098  0.83366184  0.12500000  1
  Mg  Mg7  1  0.66599973  0.83349690  0.62500000  1
  Mg  Mg8  1  0.33602459  0.16627795  0.38021154  1
  Mg  Mg9  1  0.33602459  0.16627795  0.86978846  1
  Mg  Mg10  1  0.33602459  0.66974764  0.38021154  1
  Mg  Mg11  1  0.33602459  0.66974764  0.86978846  1
  Mg  Mg12  1  0.82931918  0.16466009  0.37826163  1
  Mg  Mg13  1  0.82931918  0.16466009  0.87173837  1
  Mg  Mg14  1  0.83162539  0.66581320  0.37517099  1
  Mg  Mg15  1  0.83162539  0.66581320  0.87482901  1
",KNaMg14,0.14242844436179425
